"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000196169.15|KIF19",0.000142064123387459,0.000194638824384192,8.25179190548953e-06
" ENSG00000137872.17|SEMA6D",1.79437003994254e-05,1.42693398985649e-06,1.90087780238778e-06
" ENSG00000105204.14|DYRK1B",7.78819065838654e-06,2.20437736964119e-06,1.31975049333377e-06
" ENSG00000272909.1|ENSG00000272909",0.00144576278437442,0.000256424382147517,3.28842508310334e-05
" ENSG00000008294.22|SPAG9",2.60117041546826e-05,8.26222524698793e-06,5.75805143754327e-06
" ENSG00000253304.2|TMEM200B",0.000169776455697712,2.90594012422041e-05,1.05030046360088e-05
" ENSG00000170903.12|MSANTD4",0.000108310677019706,1.77498375584229e-05,2.19650379571872e-05
" ENSG00000091428.18|RAPGEF4",1.56260943358077e-05,1.80135751391925e-06,1.63389388607715e-06
" ENSG00000100697.17|DICER1",0.000124451046759325,0.000117759431951569,9.18337098310129e-06
" ENSG00000138411.13|HECW2",1.42671695786412e-05,2.32104901620733e-06,1.43054709822454e-06
" ENSG00000119147.10|ECRG4",1.57319097423558e-05,1.65818426256514e-06,1.46660798139298e-06
" ENSG00000184574.10|LPAR5",0.0141845143999324,2.26877790611146e-05,1.04634617523747e-05
" ENSG00000174953.14|DHX36",0.000134121788337266,8.36818209480894e-05,3.12727030042984e-05
" ENSG00000136758.20|YME1L1",0.000300523683990724,0.000949575374260024,3.44367458556816e-05
" ENSG00000142405.23|NLRP12",0.0207870505053037,0.00048877842694523,2.76937646824643e-05
" ENSG00000187474.5|FPR3",8.68561244936682e-05,9.51007696269268e-07,5.65107906114193e-06
" ENSG00000080573.7|COL5A3",0.00047506997495117,0.000139564216537869,5.23388738279396e-05
" ENSG00000235314.1|LINC00957",0.000663481402138344,2.56976026018827e-05,2.03119716306599e-05
" ENSG00000115942.9|ORC2",0.000224711302232234,5.81818249034693e-06,1.55912250014989e-05
" ENSG00000187555.17|USP7",0.000162480639675554,0.000391329807463703,5.38830915930433e-05
" ENSG00000154813.10|DPH3",7.71719667002149e-05,3.50777943749492e-05,1.79085405368036e-05
" ENSG00000156650.14|KAT6B",4.02905571871282e-05,4.26563327674223e-05,4.94956094787558e-06
" ENSG00000131724.11|IL13RA1",1.37541021012534e-05,1.59111863307082e-06,6.67614683302304e-05
" ENSG00000131375.10|CAPN7",0.000329897732189752,0.00557320318979225,5.7730697304068e-05
" ENSG00000104611.12|SH2D4A",0.000629570772570753,0.000135852095305755,4.35242025979757e-05
" ENSG00000152601.18|MBNL1",0.000153366456283313,0.000198306245505542,4.30819227207335e-05
" ENSG00000168411.14|RFWD3",7.40661662100385e-06,9.1206524055476e-07,6.89736113025754e-05
" ENSG00000155846.17|PPARGC1B",0.000499152139030171,1.53319003982633e-05,1.48516276996949e-05
" ENSG00000159212.13|CLIC6",9.40230158961948e-05,8.29003131091574e-05,1.70598006354883e-06
" ENSG00000244754.9|N4BP2L2",2.07498994550849e-05,1.06857728013583e-05,0.000142569863749831
" ENSG00000104723.21|TUSC3",0.000332003404379888,0.000192118639058229,4.07588077530052e-05
" ENSG00000105499.14|PLA2G4C",0.000727168585051841,0.000166454596456031,6.46993905238152e-05
" ENSG00000243244.7|STON1",0.000318410158648479,0.00257408663346405,1.0070036916221e-05
" ENSG00000169018.6|FEM1B",0.000263333275353641,0.000233327988702022,4.12905044278045e-05
" ENSG00000168229.4|PTGDR",0.000373414606771791,1.59182135879288e-05,7.51028092854195e-06
" ENSG00000170522.10|ELOVL6",0.00156868946595723,5.71625081448035e-05,4.25895944882182e-05
" ENSG00000198113.3|TOR4A",1.70874108296193e-06,4.45623188793931e-07,7.23818057823955e-07
" ENSG00000171049.9|FPR2",0.0359546428865517,2.35477838402006e-05,1.7736337169505e-05
" ENSG00000166292.12|TMEM100",0.000299754439534783,4.27871384357103e-06,4.93824687919364e-06
" ENSG00000092421.17|SEMA6A",4.49809624469832e-06,7.17511234242104e-06,2.40621434588026e-06
" ENSG00000102678.7|FGF9",0.00968955151056466,1.5659238542198e-05,1.76041857284508e-05
" ENSG00000149970.16|CNKSR2",0.000130106055871528,3.9315274184097e-06,3.76393570616917e-05
" ENSG00000198355.5|PIM3",2.52520501700104e-05,1.31365519251414e-06,9.97802392530357e-06
" ENSG00000196739.15|COL27A1",0.000732436739750542,3.23470044588658e-05,3.15882060177852e-05
" ENSG00000174839.13|DENND6A",0.000240528713494226,0.000250486524110479,3.77721679921672e-05
" ENSG00000170955.10|CAVIN3",0.000131957263582394,2.58377851742715e-05,1.10419969076014e-05
" ENSG00000157554.20|ERG",1.45588405341401e-05,0.000103901598588893,6.11498022356995e-06
" ENSG00000117318.9|ID3",7.09695943879041e-06,2.27877938788554e-07,1.03119019334574e-06
" ENSG00000148541.13|FAM13C",0.000183588416513891,6.40190063653234e-05,8.81150838072386e-06
" ENSG00000091039.17|OSBPL8",1.2879660037336e-05,2.34934810799996e-06,0.000590037396362856
" ENSG00000173230.17|GOLGB1",4.8235728559584e-05,4.01393411872952e-05,1.61504917528532e-05
" ENSG00000072364.13|AFF4",6.09920811172562e-05,4.73800175742056e-05,2.89579364510795e-05
" ENSG00000108064.11|TFAM",0.000185027682179214,0.000231568584302067,6.67403425501645e-05
" ENSG00000135018.14|UBQLN1",0.000330105350944062,0.000187009507772841,4.78231034310994e-05
" ENSG00000138356.14|AOX1",7.28811593072836e-06,2.65498327789437e-06,4.90771544414681e-06
" ENSG00000184986.12|TMEM121",0.000116301146244169,1.71880843371393e-06,9.97111353675777e-06
" ENSG00000196544.8|BORCS6",0.000152345307902868,5.26838846240073e-05,3.28801345249726e-05
" ENSG00000203883.7|SOX18",0.000778567863644497,0.000280277462390677,1.32863631435989e-05
" ENSG00000197329.12|PELI1",0.000343471282904224,3.7452955349071e-05,4.4453681121939e-05
" ENSG00000187942.12|LDLRAD2",0.00161464847058757,6.5683815027362e-05,3.84144478037252e-05
" ENSG00000136720.7|HS6ST1",8.37672776718072e-05,0.000441059294701396,1.29174187362135e-05
" ENSG00000145860.13|RNF145",0.000120924021926651,6.40029007332732e-05,5.13516646404311e-05
" ENSG00000119682.18|AREL1",0.00011449987025194,6.2790066042262e-05,3.63403848913091e-05
" ENSG00000146013.11|GFRA3",0.01907839902808,0.000186806547633615,6.21517086876074e-05
" ENSG00000177613.9|CSTF2T",9.27762667293199e-05,4.51237596548193e-05,3.13569990545768e-05
" ENSG00000181092.10|ADIPOQ",5.224393089636e-05,9.87921850970878e-06,3.5761174026594e-05
" ENSG00000127533.4|F2RL3",0.016981537222869,0.000353675162659706,7.49960525259426e-05
" ENSG00000158286.13|RNF207",5.71543487611903e-05,7.70155479223877e-06,4.73417016733091e-06
" ENSG00000134970.14|TMED7",0.000398452042642972,0.000213903996987619,6.1875728168255e-05
" ENSG00000186812.13|ZNF397",0.00041770118326089,0.000173875582876293,7.54668210202153e-05
" ENSG00000143842.15|SOX13",8.39516324695477e-05,0.000884410789373624,1.51523649603025e-05
" ENSG00000119535.20|CSF3R",0.036969517242235,6.4425497501186e-05,5.26701403800006e-05
" ENSG00000166928.11|MS4A14",0.0049835006733425,5.12869668144349e-05,2.04030247912268e-05
" ENSG00000155660.11|PDIA4",3.24158356627136e-05,2.84425150837153e-05,2.52282273959237e-05
" ENSG00000146587.18|RBAK",5.53454153231761e-05,1.44485336835976e-05,4.54768858445531e-05
" ENSG00000163563.8|MNDA",0.0210196193997284,0.00124512736709378,7.14712985039722e-05
" ENSG00000140526.18|ABHD2",0.000175049683776524,0.00533930010644971,8.67193544895617e-06
" ENSG00000168936.12|TMEM129",1.49483247072757e-05,4.54679317052342e-06,5.6940944808126e-06
" ENSG00000179335.20|CLK3",0.0003196398826113,0.000143516284541488,6.6851509813004e-05
" ENSG00000144815.18|NXPE3",0.000731647853545769,0.00146832995240209,6.46106496064271e-05
" ENSG00000123908.12|AGO2",3.76917291398443e-05,1.54999845428661e-05,2.2810948569929e-05
" ENSG00000100796.18|PPP4R3A",0.000283799445355362,0.00224671731066184,9.36348836432233e-05
" ENSG00000185000.12|DGAT1",0.000399269148084858,0.00024575008245542,4.82191493910282e-05
" ENSG00000236333.4|TRHDE-AS1",0.000182337652269049,3.31933173760568e-05,2.2183956573163e-05
" ENSG00000158683.10|PKD1L1",0.000379612563404685,0.000111356781807403,6.69036206039995e-06
" ENSG00000126785.13|RHOJ",8.13359519294954e-05,0.000573189992862488,1.17571931248506e-05
" ENSG00000122644.13|ARL4A",0.000812686349409145,0.000167084581366717,6.82947528557465e-05
" ENSG00000101331.17|CCM2L",0.000194956748866937,8.2095453969866e-05,2.20970776430018e-05
" ENSG00000114861.24|FOXP1",3.93924391328682e-05,1.90163594010473e-05,6.52365694016042e-06
" ENSG00000079459.14|FDFT1",3.41237013528062e-05,9.96999878325988e-06,1.92682653374909e-05
" ENSG00000290462.1|CYP4F35P",2.74273242139148e-05,9.98781040428831e-07,3.50327194831301e-06
" ENSG00000291075.1|ENSG00000291075",1.34660719218749e-05,6.7363609367599e-06,1.08268835916891e-05
" ENSG00000166847.10|DCTN5",5.60106853925901e-05,0.000109621698856976,4.04356150098817e-05
" ENSG00000095564.15|BTAF1",3.67008442979233e-05,6.39230249940281e-05,1.95471575761275e-05
" ENSG00000244482.10|LILRA6",0.231734184520768,0.000343755935578893,0.000143675459834736
" ENSG00000148773.14|MKI67",0.0198084446779533,0.000332776411664184,4.97920405518881e-05
" ENSG00000079102.17|RUNX1T1",0.000916517501387659,0.00769414641958788,7.17887897300207e-05
" ENSG00000106993.12|CDC37L1",4.5755133679916e-05,7.63240957546429e-07,4.93856481113305e-06
" ENSG00000131584.19|ACAP3",0.000230879352100311,0.000138618274446386,2.49871664104173e-05
" ENSG00000170525.21|PFKFB3",0.00155446781212598,3.50217444279322e-05,2.35342060708327e-05
" ENSG00000123575.9|FAM199X",0.000416904595283307,0.00019416549882223,8.39983797197297e-05
" ENSG00000104497.15|SNX16",0.000152133479913496,1.20529689874305e-05,1.80034089054537e-05
" ENSG00000103342.13|GSPT1",0.000103485967206654,0.000132325020776647,2.36106806860358e-05
" ENSG00000134318.16|ROCK2",1.2721258837635e-05,3.45281543434606e-06,1.61312389902468e-05
" ENSG00000175857.9|GAPT",0.00696527769817243,1.00022672132443e-05,7.78320242522881e-06
" ENSG00000154065.17|ANKRD29",0.00122914401252006,0.000452149844752281,0.000100368141687196
" ENSG00000084110.11|HAL",0.00566102486968467,4.04328675938093e-05,2.16902368145311e-05
" ENSG00000153113.24|CAST",3.12210513478494e-05,2.13080860603511e-05,8.12762794755173e-06
" ENSG00000061273.18|HDAC7",1.49515618530494e-05,4.0321699003032e-06,5.55236686861083e-06
" ENSG00000229644.6|NAMPTP1",0.000232798233194554,6.36883203819494e-06,6.14172759726676e-06
" ENSG00000183853.18|KIRREL1",0.00083762362959365,0.000111360366825797,7.18357193009841e-05
" ENSG00000166266.14|CUL5",0.000306399533151692,0.000191688588982664,5.89319897210524e-05
" ENSG00000068366.21|ACSL4",0.000118358554269928,0.00418953568187112,7.90988282806104e-06
" ENSG00000089916.18|GPATCH2L",0.000617761536780258,0.00056791727031158,0.000140494179742046
" ENSG00000181915.6|ADO",6.51384437214185e-05,7.91574525787065e-05,7.23259947998933e-06
" ENSG00000070814.22|TCOF1",0.000430557832963196,0.00534974618235987,7.1544960391412e-05
" ENSG00000132481.7|TRIM47",0.000921927169027947,0.00803933119132327,2.49187979445079e-05
" ENSG00000135917.16|SLC19A3",2.73448526876835e-05,3.41901664424604e-06,5.4812931415012e-06
" ENSG00000158882.15|TOMM40L",0.000183882923679657,8.60497281489202e-05,4.6504952516407e-05
" ENSG00000154263.18|ABCA10",0.00137853530702465,0.00436963488455206,0.000125966762800795
" ENSG00000068024.18|HDAC4",0.00019655792517333,9.16933376582385e-05,2.82158653277871e-05
" ENSG00000279108.1|ENSG00000279108",0.00233200213441359,0.000224225365296982,9.4160682297284e-05
" ENSG00000197959.15|DNM3",3.19150623351305e-06,1.64454509687939e-06,5.2781659161409e-06
" ENSG00000047634.15|SCML1",0.000300507826717209,0.00284591455964553,4.45284928623581e-05
" ENSG00000205362.11|MT1A",0.00493585375178394,1.9503834441341e-05,2.24886412747427e-05
" ENSG00000112303.14|VNN2",0.00486867697708654,5.7356683831347e-05,7.37129533145975e-06
" ENSG00000127616.22|SMARCA4",5.91544333394811e-05,2.25841909681224e-05,4.89811929688111e-05
" ENSG00000069998.12|HDHD5",0.00057984181705939,0.0272833040898951,6.8709710229764e-05
" ENSG00000175414.7|ARL10",2.19846087468056e-05,1.38242422624955e-06,1.3541760073621e-05
" ENSG00000198736.13|MSRB1",8.95331588876951e-05,9.07389358593136e-05,1.99024973133177e-05
" ENSG00000260442.7|ATP2A1-AS1",0.0369737713777991,0.000746786927136916,8.45129260296229e-05
" ENSG00000144655.15|CSRNP1",0.000487147076564165,3.28296365278424e-05,1.18203117495108e-05
" ENSG00000122547.12|EEPD1",0.00192638666345912,0.000242559835648914,6.82254159536698e-05
" ENSG00000241852.11|C8orf58",0.000669679073736607,0.000765269546102676,2.96761412294452e-05
" ENSG00000151948.12|GLT1D1",0.076376429416489,6.34563290211609e-05,5.52628129814048e-05
" ENSG00000189319.14|FAM53B",9.3459176386812e-06,1.98648239381954e-06,4.83454956956564e-06
" ENSG00000229619.6|MBNL1-AS1",7.74151624786243e-05,0.0151974762150892,2.24233261291697e-05
" ENSG00000279933.1|ENSG00000279933",0.0393619271849038,0.000370809882986767,7.09979731475796e-05
" ENSG00000126821.8|SGPP1",0.000544958790354577,0.00373361257933168,3.71083396120131e-05
" ENSG00000259351.1|ENSG00000259351",0.00102776486132916,0.00085776193556697,3.56825539363781e-05
" ENSG00000077147.16|TM9SF3",5.88579645368413e-05,3.23093177376776e-05,3.08476484524668e-05
" ENSG00000095002.15|MSH2",0.000611649447046725,0.057364380936197,7.88680703489586e-05
" ENSG00000147862.18|NFIB",0.000389432129015432,0.000387976290551462,0.000103330260534662
" ENSG00000139112.11|GABARAPL1",1.87937287415812e-05,4.99651242102939e-06,0.00248112946249131
" ENSG00000156049.7|GNA14",0.00114686279694598,0.00249882601518238,3.39162859200881e-05
" ENSG00000175324.10|LSM1",0.000198870377578802,0.00193735489877305,4.59186191916889e-05
" ENSG00000090054.16|SPTLC1",0.000424657390363629,0.000390375773541951,0.000191284596918861
" ENSG00000277758.6|SYT15B",0.00228846362699286,0.000257064347378959,4.22490637106421e-05
" ENSG00000233622.3|CYP2T1P",0.000660143186340112,7.68202927827715e-05,5.31221845561092e-05
" ENSG00000105810.10|CDK6",0.000980007796087534,0.000197989436133783,8.86169892408972e-05
" ENSG00000115548.17|KDM3A",0.000744563644125118,0.00180650041787078,5.68525122862246e-05
" ENSG00000154262.13|ABCA6",8.91316759768377e-05,3.95381587779964e-05,4.09396238156834e-05
" ENSG00000026508.21|CD44",0.000824922611629725,0.000183982659587457,0.000105897969429503
" ENSG00000188707.7|ZBED10P",0.000588857046980418,0.000290889031570457,3.98051509835629e-05
" ENSG00000106392.11|C1GALT1",0.000329038009620127,0.00463630567023913,1.97638118077936e-05
" ENSG00000178685.14|PARP10",0.000188280026315768,3.76894789488876e-05,3.54947655617499e-05
" ENSG00000095794.21|CREM",0.00023011187126547,4.058496759152e-05,4.14679987963499e-05
" ENSG00000181104.7|F2R",0.00041748698949251,6.26194803119429e-05,2.83476547351391e-05
" ENSG00000071127.18|WDR1",0.000352891404404111,0.000200939784811997,0.000118817610384903
" ENSG00000136250.12|AOAH",0.00274004695594991,7.38072692635931e-05,7.97505157268397e-06
" ENSG00000251432.8|LINC02615",0.000366533624611587,4.29363314246034e-05,2.47963771609072e-05
" ENSG00000008283.16|CYB561",0.000423506723753131,6.76997681171576e-05,8.73166497556976e-05
" ENSG00000240849.11|PEDS1",4.5619362197713e-05,2.28149755631124e-05,1.26673669360589e-05
" ENSG00000159387.8|IRX6",0.00136603461705442,0.00220425115041378,4.30161279702867e-05
" ENSG00000189067.14|LITAF",0.000238593646111417,0.000664910788753123,3.50343497949755e-05
" ENSG00000249572.3|TARS1-DT",0.0213444992021051,0.000202285703706173,0.000150174090343236
" ENSG00000198169.9|ZNF251",0.000185955047513175,0.000202642813440179,3.20664047451791e-05
" ENSG00000173621.9|LRFN4",0.000304250666915862,0.000292214170300231,1.5887827689437e-05
" ENSG00000166741.8|NNMT",0.00253224394374388,0.000324689888370942,5.78650292414329e-05
" ENSG00000288885.2|ENSG00000288885",0.00192332549637886,0.000161782760149443,4.67016556893185e-05
" ENSG00000100219.17|XBP1",6.31007140604982e-05,1.62747739635982e-05,2.29569883528624e-05
" ENSG00000110046.14|ATG2A",0.000189887362589713,0.000163658892769036,7.02731054058603e-05
" ENSG00000111647.13|BLTP3B",0.00039885115041844,0.00149573100471316,3.4616496616624e-05
" ENSG00000205213.14|LGR4",0.00236379327183993,0.000280158547871334,0.000131140803720564
" ENSG00000055813.6|CCDC85A",0.00112190607684159,0.000167552045019947,8.43938168858527e-05
" ENSG00000116604.19|MEF2D",0.000100081686242648,4.47551119994172e-05,4.75907346350057e-05
" ENSG00000176783.15|RUFY1",0.000109319320330296,0.000102677785484737,0.011833112619018
" ENSG00000100342.22|APOL1",0.00038067069028358,0.000202739979041777,0.000124018503636017
" ENSG00000154642.11|C21orf91",9.76163719207633e-05,3.0092705555429e-05,4.82332554614384e-05
" ENSG00000130173.14|ANGPTL8",0.00210334675136359,3.55540166189217e-05,3.44072024003328e-05
" ENSG00000143226.16|FCGR2A",0.00494811726681011,2.02349742793873e-05,4.05270934906225e-05
" ENSG00000175106.17|TVP23C",0.000142811764394013,1.44611122341756e-05,1.94478561545974e-05
" ENSG00000147174.12|GCNA",0.00119898629382698,0.00162007213216132,0.000105119150194732
" ENSG00000163655.16|GMPS",0.000242461930305693,0.000252133235782548,0.00015268304943783
" ENSG00000148143.13|ZNF462",0.000122083322572797,0.000445170242214647,4.23024615172993e-05
" ENSG00000172466.16|ZNF24",0.000127715976987337,0.000180495557909442,2.3445905198427e-05
" ENSG00000169403.12|PTAFR",0.011489611229565,0.000502751488430864,8.34804281866219e-05
" ENSG00000147416.11|ATP6V1B2",0.000239505438730927,0.00145871888878592,4.55951694620973e-05
" ENSG00000126860.12|EVI2A",0.05084117060331,0.000683329724307291,0.000197902063847066
" ENSG00000184205.14|TSPYL2",0.000399946518646592,0.00160034067387399,9.68710599941834e-05
" ENSG00000130222.11|GADD45G",0.000466155657386391,1.33187290538572e-05,1.20888867534141e-05
" ENSG00000099246.18|RAB18",0.000127213115783894,0.000200342296655998,9.31713026808278e-05
" ENSG00000057252.13|SOAT1",1.20560353471594e-05,5.47393668448581e-06,1.3598659456493e-05
" ENSG00000173894.11|CBX2",0.00121319264607056,0.000332214510504025,5.32337180345621e-05
" ENSG00000143870.13|PDIA6",0.000467583855116249,0.000346189367619765,0.000330381956325732
" ENSG00000159692.18|CTBP1",0.000712089350121237,0.00120954918941496,0.000290831060922314
" ENSG00000112964.14|GHR",0.000190509978096779,0.000669513597909607,1.2506148000857e-05
" ENSG00000184005.12|ST6GALNAC3",0.00300625414740229,7.47105737058866e-05,5.40996814073616e-05
" ENSG00000122122.10|SASH3",0.044364669264138,0.000826194819039702,0.000212420101593204
" ENSG00000128268.12|MGAT3",5.39779816421311e-05,2.47573998501949e-05,1.13212317950362e-05
" ENSG00000111266.9|DUSP16",8.09996100300357e-05,3.13833519672206e-05,1.58549480404681e-05
" ENSG00000186827.12|TNFRSF4",0.00110634449405866,2.23772732873027e-05,2.55192793124914e-05
" ENSG00000114529.13|C3orf52",0.00187872094449578,7.10395420677745e-06,2.31091548485995e-05
" ENSG00000279086.1|ENSG00000279086",0.00371098527352287,0.000114263058717312,5.95609027115307e-05
" ENSG00000143171.13|RXRG",0.00157498508638487,0.000130027520378495,6.28179224676506e-05
" ENSG00000099860.9|GADD45B",0.0178868863886581,0.00595180440955023,0.000341692760223777
" ENSG00000197451.12|HNRNPAB",0.000177588665237017,0.000285470353213135,0.000102822398486802
" ENSG00000062716.13|VMP1",0.00150693668523408,0.00215782436352473,0.000122902509300249
" ENSG00000168096.15|ANKS3",0.000328218374023748,0.000456452958704892,2.74923908156754e-05
" ENSG00000198939.8|ZFP2",0.000899900023711986,0.0244743453029789,7.80060322566056e-05
" ENSG00000229089.9|ANKRD20A8P",0.00520772309565146,0.000318953876341178,2.70836063943625e-05
" ENSG00000091490.11|SEL1L3",0.000106470338863462,7.263926608847e-05,1.48141776810107e-05
" ENSG00000105974.13|CAV1",0.000247979284589306,0.00186697973320249,0.000125902524875652
" ENSG00000290581.1|ENSG00000290581",0.0117667978760587,0.000215459532857509,7.6686917482971e-05
" ENSG00000224397.9|PELATON",0.0816751314328943,0.00241845803979023,0.000186282806743577
" ENSG00000144724.20|PTPRG",0.000230064749491387,0.000164271727794651,0.000120554587831445
" ENSG00000133710.17|SPINK5",0.004396473477703,0.000768110440460323,0.000105666382174685
" ENSG00000100302.7|RASD2",0.00969286319455476,0.000231192190143004,8.36575856256706e-05
" ENSG00000143546.10|S100A8",0.141626428917373,0.000783635655820625,0.000226444059570841
" ENSG00000060138.13|YBX3",0.000151252987708027,0.000322467582968346,2.50601150720842e-05
" ENSG00000173457.11|PPP1R14B",0.00018145717459439,6.09799048494342e-05,3.58372755419056e-05
" ENSG00000165288.11|BRWD3",0.000229902864985947,4.66499522777664e-05,9.28703046063628e-05
