"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000230749.5|MEIS1-AS2",0.0193117628509657,0.0205458907654256,0.00137424736028901
" ENSG00000289331.2|ENSG00000289331",0.0352300704583821,0.00352118832111592,0.00198611355901268
" ENSG00000179855.9|GIPC3",0.00547819402243177,0.00217773993069355,0.00141717488892334
" ENSG00000118873.17|RAB3GAP2",0.0132566018534903,0.125732580418781,0.00308570517364604
" ENSG00000068885.15|IFT80",0.0161950047722467,0.012465638786917,0.00323737756861431
" ENSG00000205268.11|PDE7A",0.0200892972662817,0.0214675559090828,0.00297915167128449
" ENSG00000024422.12|EHD2",0.00368031492373844,0.0528015744619214,0.00207200700144039
" ENSG00000108061.13|SHOC2",0.00018662010461715,0.000609030098656538,0.00106783542819022
" ENSG00000076770.16|MBNL3",0.0123563780920308,0.00889157967493548,0.00302186505503616
" ENSG00000268583.2|ENSG00000268583",0.0477397135243503,0.00886906396946208,0.00402080859996082
" ENSG00000168434.13|COG7",0.00447854433845607,0.00303374509612275,0.00109356789695558
" ENSG00000114098.18|ARMC8",0.00839299035318391,0.0343217185344252,0.00393111593913009
" ENSG00000215845.11|TSTD1",0.00361841563304754,0.00650094125206491,0.000729674098054134
" ENSG00000165792.18|METTL17",0.00166503583393462,0.00071814234041967,0.00189847977392976
" ENSG00000185127.7|C6orf120",0.00827191316078123,0.0147507307834187,0.0033901962593195
" ENSG00000048162.22|NOP16",0.010822052820072,0.133732194098455,0.00251631489355497
" ENSG00000140632.17|GLYR1",0.00692698449308424,0.022474423931648,0.00303097678614939
" ENSG00000164818.16|DNAAF5",0.00363838282805895,0.104236797674381,0.00189197298651373
" ENSG00000176533.13|GNG7",0.000379866065896683,7.08773134972308e-05,0.00219465549947517
" ENSG00000137960.6|GIPC2",0.00573511538318561,0.00571332565221783,0.000800613567463171
" ENSG00000269439.7|PGLS-DT",0.0142186707796127,0.002477170668819,0.00247371000745611
" ENSG00000130052.14|STARD8",0.00989864446326694,0.00425374315481424,0.00188344949189567
" ENSG00000105443.17|CYTH2",0.00356244159454255,0.0306245911854667,0.00085330863928293
" ENSG00000144746.7|ARL6IP5",0.00100562352603454,0.00296629512741554,0.00400187271543051
" ENSG00000091317.8|CMTM6",0.00340027626843423,0.0339399566921512,0.000457913522821429
" ENSG00000196151.11|WDSUB1",0.0046294214069702,0.00258587937385885,0.00113310363860797
" ENSG00000291067.1|ENSG00000291067",0.00217001333839417,0.00152063909794027,0.00065607910736265
" ENSG00000130540.14|SULT4A1",0.111669023105642,0.0270148906799896,0.0018957733737538
" ENSG00000169641.15|LUZP1",0.00183451144794783,0.00059587784253401,0.00114299979619221
" ENSG00000178691.11|SUZ12",0.00401528564511853,0.00752111507936626,0.00287619831917474
" ENSG00000151491.14|EPS8",0.00568096835806132,0.00800194273569355,0.00309777486162754
" ENSG00000158423.17|RIBC1",0.0660958077562544,0.00897690910370198,0.00439105694005204
" ENSG00000137575.12|SDCBP",0.0034879103937635,0.0129055018045842,0.00168442849400752
" ENSG00000148840.11|PPRC1",0.00640197490321616,0.0227024434164735,0.00203176920681547
" ENSG00000151849.16|CENPJ",0.00731605957656866,0.0112814097786833,0.00249815261671953
" ENSG00000101134.12|DOK5",0.0269684982542596,0.00369053831442101,0.00177478776260061
" ENSG00000184887.14|BTBD6",0.0124859018150754,0.03373414380451,0.00384846274925865
" ENSG00000196482.18|ESRRG",0.145540910070375,0.0100904507109963,0.00317221815393757
" ENSG00000147439.14|BIN3",0.0115194871933161,0.0332210374321665,0.00269294295610038
" ENSG00000173083.16|HPSE",0.106524416396799,0.019843235914957,0.00168059490793415
" ENSG00000101181.18|MTG2",0.00800948432490327,0.0112203671056906,0.00388798962373549
" ENSG00000116044.17|NFE2L2",0.00258989758003684,0.00207849735377441,0.00147867189313325
" ENSG00000130713.17|EXOSC2",0.0118272584782614,0.0116147291113272,0.00390455537982048
" ENSG00000116194.13|ANGPTL1",0.00356873997432687,0.0166070831194446,0.000846478887679706
" ENSG00000070190.13|DAPP1",0.100286758905153,0.0067529787146963,0.0018342155423216
" ENSG00000166225.9|FRS2",0.00373689173723563,0.00915029339802642,0.00174831342922199
" ENSG00000272824.1|ENSG00000272824",0.0131877313097591,0.00346286566904037,0.000371607009776308
" ENSG00000286511.1|ENSG00000286511",0.0331855100056064,0.0308056295910954,0.00168016981434493
" ENSG00000290838.1|NCF1B",0.0244056404930425,0.000358481303972646,0.00898807469153366
" ENSG00000101335.10|MYL9",0.00404430659574395,0.00348999327738964,0.00111954696596883
" ENSG00000198862.14|LTN1",0.0111266334587341,0.017362356191484,0.00370008390330789
" ENSG00000265666.1|RARA-AS1",0.0783257180282184,0.00804963816841775,0.00320815163316468
" ENSG00000091622.16|PITPNM3",0.0383502344364922,0.0128978469696912,0.00169102842109348
" ENSG00000139668.9|WDFY2",0.0156396249111596,0.00511981144088514,0.00236801676814946
" ENSG00000110344.10|UBE4A",0.011757042126328,0.00528031384132432,0.0030063250613891
" ENSG00000178175.12|ZNF366",0.014278514874158,0.00713568512703607,0.00350037837624306
" ENSG00000168874.13|ATOH8",0.00074016698598911,0.000414657711961919,0.000160518802605463
" ENSG00000234884.2|GRK3-AS1",0.0302697902246864,0.0125851380463342,0.00093905811861017
" ENSG00000137218.10|FRS3",0.00396887595253459,0.000974681153353165,0.00162201073168566
" ENSG00000185168.7|LINC00482",0.0310394455292257,0.00475777218612217,0.00199902314364636
" ENSG00000104549.12|SQLE",0.00553189842438317,0.00124696154101167,0.000583991278811702
" ENSG00000167264.18|DUS2",0.00697971865729519,0.0770246974376305,0.00142896908037726
" ENSG00000171827.11|ZNF570",0.00812719959776457,0.0335849540864783,0.00336761669574515
" ENSG00000156671.15|SAMD8",0.00375240265319082,0.00491420147010697,0.00140985958148573
" ENSG00000032742.18|IFT88",0.00633110613808382,0.0105657997167761,0.0029088894923488
" ENSG00000006118.15|TMEM132A",0.0266737218315719,0.00632224226160908,0.00292547222724493
" ENSG00000151967.18|SCHIP1",0.00500227127409858,0.00030858953351475,0.00031101067588557
" ENSG00000164741.15|DLC1",0.0131819584137805,0.0315247384537555,0.00382228826052702
" ENSG00000187994.14|RINL",0.0195625132342064,0.012935331558935,0.00274638045577288
" ENSG00000069966.19|GNB5",0.0106091998172897,0.0373128639266788,0.00116210174245523
" ENSG00000290385.1|ENSG00000290385",0.0188717579794649,0.00873899693524249,0.00225763795470779
" ENSG00000124766.7|SOX4",8.11317326817607e-05,0.000149779923421037,0.000338349208464609
" ENSG00000107130.10|NCS1",0.156720495064246,0.00878723987015499,0.00369182449150494
" ENSG00000267934.1|ENSG00000267934",0.000350780425212305,0.000135178559810652,0.00352966335495065
" ENSG00000276045.4|ORAI1",0.00851543102755079,0.0209014743936788,0.00188595509543077
" ENSG00000143498.18|TAF1A",0.0259109306209145,0.011679858774064,0.0024194041126832
" ENSG00000059377.19|TBXAS1",0.00484522438743284,0.000161917876636997,0.000738679337803016
" ENSG00000114850.7|SSR3",0.00988594435913842,0.0151242430670845,0.0032065850202323
" ENSG00000084463.8|WBP11",0.00255729540590135,0.00226407558121998,0.00142487582605137
" ENSG00000108405.4|P2RX1",0.316454479913466,0.0090128328583462,0.00318955784882802
" ENSG00000291171.1|ENSG00000291171",0.00737962273957818,0.0361264029349249,0.00163200800319685
" ENSG00000162144.10|CYB561A3",0.00496353525309301,0.0117033601399204,0.00288047270720464
" ENSG00000077420.16|APBB1IP",0.00868523292132273,0.00681038202793683,0.00311944526785335
" ENSG00000074054.21|CLASP1",0.00314495615743276,0.00337390595393505,0.00223689156954698
" ENSG00000198720.13|ANKRD13B",0.0130847618794059,0.00464439150038398,0.00169002782319616
" ENSG00000093100.13|ENSG00000093100",0.0747831428838507,0.00614267981896604,0.00235773611702029
" ENSG00000188191.16|PRKAR1B",0.000493834083550526,0.000527358938130953,0.000667288422079901
" ENSG00000155975.10|VPS37A",0.00488218218433284,0.00589665056730726,0.0027243422245264
" ENSG00000138375.14|SMARCAL1",0.0116229005396048,0.163018862068738,0.00347974113333738
" ENSG00000126775.9|ATG14",0.00388031073406048,0.0149325966572554,0.00273824915065534
" ENSG00000147676.14|MAL2",0.00202308971976228,0.00727332392869211,0.00120888384266209
" ENSG00000130164.15|LDLR",0.00240948356061232,0.0176610458195632,0.000255053371304705
" ENSG00000157368.12|IL34",0.14216026743115,0.00495264675887444,0.00315077797128064
" ENSG00000277117.6|ENSG00000277117",0.134224255492483,0.00289067325112069,0.00261051342346941
" ENSG00000213923.13|CSNK1E",0.00781387413018442,0.0362390144365452,0.00221060619211166
" ENSG00000077713.19|SLC25A43",0.00752991364938127,0.0455230230594182,0.00319866233785958
" ENSG00000215386.15|MIR99AHG",0.0145686525944057,0.0144565663087907,0.00483387454972295
" ENSG00000178074.6|C2orf69",0.00288385943576331,0.0102551366734213,0.00194416639787853
" ENSG00000113615.13|SEC24A",0.00985284002905744,0.0139076763368613,0.00294630284359314
" ENSG00000108773.11|KAT2A",0.0148043760732305,0.0293966060042932,0.00419853907298162
" ENSG00000141026.6|MED9",0.00234969338686641,0.062301668586691,0.00169673173532692
" ENSG00000163472.19|TMEM79",0.0136681513536707,0.0801388933836724,0.00193307698160827
" ENSG00000267474.1|ENSG00000267474",0.0681401049763708,0.0279846451577499,0.00281911654682501
" ENSG00000131386.20|GALNT15",0.0176735841516366,0.0112482466656227,0.00361149886952294
" ENSG00000129646.16|QRICH2",0.0109285234103486,0.00314933418936225,0.00107559419710557
" ENSG00000213694.7|S1PR3",0.00254984750971332,0.00845913045452744,0.000839236435107035
" ENSG00000183785.16|TUBA8",0.0124520551639754,0.0456180871846577,0.00150310994813189
" ENSG00000135392.19|DNAJC14",0.00563889280357658,0.00384137751951125,0.0013295298756716
" ENSG00000270629.7|NBPF14",0.00568523491775741,0.00610942726365293,0.00115041990663552
" ENSG00000279495.1|ENSG00000279495",0.0150626537262721,0.00458291421076662,0.00158871954049966
" ENSG00000183833.16|CFAP91",0.0130190202048079,0.000685584174359599,0.00130808861358592
" ENSG00000277496.1|SLCO4A1-AS2",0.0533185121522959,0.00276285734053772,0.00313014372869862
" ENSG00000129460.17|NGDN",0.00950947543363423,0.00762776409103227,0.00182476589648684
" ENSG00000186480.13|INSIG1",9.04515582789145e-05,8.81887798008156e-05,0.00160990643342028
" ENSG00000113578.18|FGF1",0.00751304415818099,0.00735623926709498,0.00221586360942373
" ENSG00000157657.15|ZNF618",0.00509409651263903,0.00296860506411212,0.000993090274166941
" ENSG00000213341.11|CHUK",0.00597891049983534,0.0128314277685617,0.00202866222930263
" ENSG00000255471.1|PRSS23-AS1",0.00806173430994352,0.027168897089506,0.00199698039925852
" ENSG00000178404.11|CEP295NL",0.0154848406382038,0.00205269044932509,0.00085462918741213
" ENSG00000110367.14|DDX6",0.0076534437744528,0.0821440905935362,0.00412270064733544
" ENSG00000113734.18|BNIP1",0.0115863870504463,0.00592008383185361,0.00185498827636121
" ENSG00000066468.24|FGFR2",0.0160117709274177,0.0209032119386254,0.00314688795140189
" ENSG00000185049.16|NELFA",0.0104623636735178,0.0519989182864983,0.00416536892813518
" ENSG00000184828.10|ZBTB7C",0.0172244515549966,0.00195133963707728,0.00273061517324155
" ENSG00000134480.16|CCNH",0.00971719245577433,0.00580973799031692,0.00351756399597806
" ENSG00000255342.1|ENSG00000255342",0.0315610277478123,0.000984419485428822,0.00190903125027335
" ENSG00000100883.13|SRP54",0.00110886090684937,0.00397102545450501,0.00146719132174933
" ENSG00000140750.17|ARHGAP17",0.00380776564945717,0.00378062853819172,0.00180046689045932
" ENSG00000144893.13|MED12L",0.168743257958747,0.0110130071447632,0.0042043929936666
" ENSG00000097021.21|ACOT7",0.00129352525610826,0.000235653603114467,0.000980646201091617
" ENSG00000279801.1|ENSG00000279801",0.0190840441969249,0.00430933190511462,0.00155575214280901
" ENSG00000185924.7|RTN4RL1",0.00361638540647911,0.000598912555354936,0.00105683718114947
" ENSG00000112118.20|MCM3",0.00833333380810053,0.117897395510352,0.00430949895466538
" ENSG00000166960.17|CCDC178",0.0297400769388666,0.0377371375746748,0.00260026013408787
" ENSG00000112739.17|PRPF4B",0.000281662487258403,0.000400838190185834,0.000238947877265749
" ENSG00000267696.6|ERVK-28",0.0505542381687044,0.00183468268414399,0.00115765121900069
" ENSG00000137509.12|PRCP",0.0043533808897428,0.00646165460771742,0.00164908301573141
" ENSG00000111339.12|ART4",0.0445413217543225,0.00194518547124234,0.00116756606976276
" ENSG00000112290.13|WASF1",0.0173185590152641,0.0115046060966347,0.00363747524362146
" ENSG00000180353.11|HCLS1",0.00992066917248448,0.00380758378794188,0.00290317887046354
" ENSG00000156587.16|UBE2L6",0.00243333670920265,0.00628363149791711,0.000974168354792249
" ENSG00000182463.17|TSHZ2",0.00433820679554386,0.00511994381902814,0.00141454709646904
" ENSG00000182324.7|KCNJ14",0.11247324675359,0.0227844836885512,0.00311653770691145
" ENSG00000164187.7|LMBRD2",0.0190114701391322,0.0240715741430506,0.00359979938675881
" ENSG00000122420.10|PTGFR",0.000316709500235607,5.85346124737253e-05,0.000445899455101983
" ENSG00000173930.9|SLCO4C1",0.161403483623329,0.00478954860631111,0.00279052251645818
" ENSG00000137871.21|ZNF280D",0.000834436382733061,0.000562643688751363,0.00202034974907173
" ENSG00000109381.21|ELF2",0.0073434068016056,0.00320353602627232,0.0040604633374692
" ENSG00000140563.16|MCTP2",0.104173261684418,0.0165065697514693,0.00314539766052968
" ENSG00000263155.6|MYZAP",0.0053276822265198,0.00544950508084492,0.00316027066643584
" ENSG00000211448.14|DIO2",0.0762235148313368,0.0586325495851414,0.00295204176592712
" ENSG00000261329.7|ENSG00000261329",0.0608515350808349,0.024714513728449,0.00221295255410425
" ENSG00000070718.13|AP3M2",0.00336135157557338,0.00264051220817685,0.00123572084470613
" ENSG00000279382.1|ENSG00000279382",0.0201126138357756,0.00237451836637959,0.00154254466074599
" ENSG00000140836.17|ZFHX3",0.000395467100590771,0.000214891428782393,0.00831438730030265
" ENSG00000172057.10|ORMDL3",0.0153320041344984,0.013407002495598,0.00515515365208619
" ENSG00000241258.7|CRCP",0.00387640878003048,0.00381066057697854,0.00244549444368958
" ENSG00000139636.16|LMBR1L",0.015358000875869,0.324337571853809,0.00355759891561669
" ENSG00000096070.19|BRPF3",0.0111413254549573,0.0033451973131523,0.00416506133180668
" ENSG00000146112.12|PPP1R18",0.000461469991659179,0.000858126470237752,0.000530054406939096
" ENSG00000086730.17|LAT2",0.0375051943385604,0.00768795044552117,0.00174742988374688
" ENSG00000162366.8|PDZK1IP1",0.0938877051100014,0.00263579344750672,0.00274309035886722
" ENSG00000213619.11|NDUFS3",0.00704240366631792,0.0147495316913107,0.00254295409264801
" ENSG00000088827.14|SIGLEC1",0.0193795446213308,0.016329685553443,0.00124244574311116
" ENSG00000113248.6|PCDHB15",0.0213032061993169,0.0113270464674756,0.0034402462970191
" ENSG00000085998.15|POMGNT1",0.00634604212304846,0.0345255767855505,0.00215045271636595
" ENSG00000082074.19|FYB1",0.092372117377239,0.0974549797873385,0.0036527015437941
" ENSG00000136379.12|ABHD17C",0.0461032328719805,0.0422694937832051,0.004205527170277
" ENSG00000175334.8|BANF1",0.00324754873649979,0.00180028189532522,0.00275184098777481
" ENSG00000161381.14|PLXDC1",0.0123576639100571,0.007871886018586,0.00131413343282016
" ENSG00000158825.6|CDA",0.0368180416229446,0.0006460355531126,0.0011343031057246
" ENSG00000160752.15|FDPS",0.0104072763352334,0.0381330980861615,0.00236190869327798
" ENSG00000132906.18|CASP9",0.0139649455705595,0.0648873309101848,0.00223174455797592
" ENSG00000100055.21|CYTH4",0.0187871169237396,0.0063276579379582,0.000672119028924073
" ENSG00000260139.7|CSPG4P13",0.00709154420681224,0.000400654470430251,0.0159403753547398
" ENSG00000103449.13|SALL1",0.118556387246289,0.00487387994983868,0.00369356166529764
" ENSG00000092439.16|TRPM7",0.00344290177014946,0.00405806297389934,0.00221452054488045
" ENSG00000170500.13|LONRF2",0.0132176362938598,0.0056729527574537,0.00237803731579245
" ENSG00000105472.14|CLEC11A",0.0418969918079561,0.0150783618086239,0.00453472166205893
" ENSG00000152117.18|SMPD4BP",0.0198271343093455,0.113496997579514,0.00373600101734037
" ENSG00000065615.14|CYB5R4",0.003358328698375,0.00197309034857687,0.00190799000829833
" ENSG00000203709.14|MIR29B2CHG",0.000647305229973139,0.000243555719502297,0.000207027547955872
" ENSG00000132842.15|AP3B1",0.0141251825965709,0.0360021519006191,0.00481282412166839
" ENSG00000135336.16|ORC3",0.0195225845434678,0.0263621380581707,0.00408163886921431
" ENSG00000170153.11|RNF150",0.0176786268598069,0.0185161607245115,0.00458357773609164
" ENSG00000272449.3|ENSG00000272449",0.147800567324414,0.0136239429639468,0.00345779401568458
" ENSG00000170145.5|SIK2",0.0133193987116373,0.0179259347365451,0.00293048725234879
" ENSG00000170776.22|AKAP13",0.0280436741691096,0.0141283522419712,0.0042924998705206
" ENSG00000140299.14|BNIP2",0.00792782149621701,0.008221398492815,0.00462885742323705
" ENSG00000161671.17|EMC10",0.00623951498255737,0.0121743166358716,0.00396546022069694
" ENSG00000177225.17|GATD1",0.00362527234606802,0.00770830284468482,0.000989264590371852
" ENSG00000236609.4|ZNF853",0.00431763528276452,0.00667593910237307,0.0011567031201648
" ENSG00000166106.4|ADAMTS15",0.0160134679475749,0.00986801687794547,0.00386227211423618
" ENSG00000064115.11|TM7SF3",0.00906781236772769,0.00982495652503603,0.0048859927466346
" ENSG00000198814.14|GK",0.0511163355535442,0.0203032758847973,0.00419776928215864
" ENSG00000129675.16|ARHGEF6",0.0075709837245,0.00714892520613952,0.00376446044267309
" ENSG00000133606.11|MKRN1",0.0130864440481521,0.0244412260829664,0.00408243473814618
" ENSG00000131378.14|RFTN1",0.00183645502088525,0.00817344288727695,0.00097534934497745
" ENSG00000139946.11|PELI2",0.0171729821776086,0.0244002006920422,0.00299660677617619
" ENSG00000204536.15|CCHCR1",0.00634220955937237,0.00446383849118426,0.00154242665277926
" ENSG00000197465.14|GYPE",0.0704021915209032,0.0121396939718956,0.00351721060192534
" ENSG00000134108.14|ARL8B",0.00536149099114469,0.00424239549145766,0.00444614015513349
" ENSG00000198734.12|F5",0.140693362102794,0.00860840655327563,0.00358573804252671
" ENSG00000282851.2|BISPR",0.0392095892862686,0.00733419545725679,0.00365240936991306
" ENSG00000144747.17|TMF1",0.000457730213569966,0.000339327773529524,0.000842269345523995
" ENSG00000151023.17|ENKUR",0.147226130737574,0.0112881753613272,0.00261369962990171
" ENSG00000229994.1|RPL5P4",0.0925376558530425,0.00940858410421876,0.00294799530599416
" ENSG00000125037.13|EMC3",0.0130067934132797,0.0115527291043013,0.00551765718849728
" ENSG00000102178.13|UBL4A",0.013595639386893,0.0138438898103652,0.00473721611097338
" ENSG00000167693.17|NXN",0.00217551318518927,0.00083705356956798,0.00135495286195286
" ENSG00000197448.14|GSTK1",0.0109870613880626,0.0645421778389184,0.00379639316485514
" ENSG00000173486.14|FKBP2",0.00854970584992842,0.00454907815787975,0.00197668917414151
" ENSG00000138160.7|KIF11",0.0150023444015794,0.141501853160246,0.00256873964123561
" ENSG00000162944.11|RFTN2",0.00710857199478987,0.00630982294011662,0.00159079868404618
" ENSG00000140157.16|NIPA2",0.00708699530781665,0.00654594881086303,0.00232130138581899
" ENSG00000283667.1|ENSG00000283667",0.10952103891162,0.0675331832865834,0.00320531969559934
" ENSG00000284691.1|ENSG00000284691",0.00478731281525313,0.00148827998305031,0.00228907572329662
" ENSG00000109118.14|PHF12",0.0111384788401211,0.0351911436367836,0.00252645246747885
" ENSG00000105383.15|CD33",0.0973597868643417,0.00437545214598667,0.00386770675585499
" ENSG00000244161.1|FLNB-AS1",0.0498193325208066,0.0037569701951351,0.00349433387615978
" ENSG00000155438.12|NIFK",0.00119152352595391,0.000634280560341454,0.0575126603157627
" ENSG00000168356.13|SCN11A",0.00175039399756349,0.00341048834776715,0.00113765949153217
" ENSG00000074660.17|SCARF1",0.00926693202326234,0.00935699276388574,0.00277947339442675
" ENSG00000116285.13|ERRFI1",0.0488192131274046,0.00977164624823968,0.00504176536306744
" ENSG00000112406.5|HECA",0.0113780736076349,0.011028539923096,0.00455570212783417
" ENSG00000134324.12|LPIN1",0.00823640834045999,0.00625681559530761,0.00153914197061938
" ENSG00000001617.12|SEMA3F",0.00777955057488889,0.0033098218565304,0.00148626382119742
" ENSG00000197933.13|ZNF823",0.0238503060399446,0.0154101369590016,0.00512991965403098
" ENSG00000165175.17|MID1IP1",0.00402541705386894,0.00278947467970447,0.00217891424452976
" ENSG00000089022.15|MAPKAPK5",0.00909399970274594,0.0103186095718143,0.00496236107676519
" ENSG00000134817.12|APLNR",0.0141635790390722,0.0227016697374535,0.0031361802728842
" ENSG00000169155.10|ZBTB43",0.0164100865608255,0.114547136573442,0.00506661028493038
" ENSG00000274272.1|ENSG00000274272",0.110375011189501,0.0118256504875099,0.00456095860122918
" ENSG00000197343.11|ZNF655",0.0123497266673149,0.0148485623854735,0.00353528075624077
" ENSG00000160050.16|CCDC28B",0.0207748106871827,0.00219791849999266,0.00185700078454976
" ENSG00000169604.21|ANTXR1",0.0079808604365468,0.00543338171509811,0.00307247176323278
" ENSG00000170606.16|HSPA4",0.00825928080486933,0.00639668958198503,0.00513331481249395
" ENSG00000203620.2|ENSG00000203620",0.0474192804845455,0.00911075852329152,0.00399556713659899
" ENSG00000169087.11|HSPBAP1",0.0120203699765579,0.028854314840527,0.00451617416347258
" ENSG00000131941.8|RHPN2",0.0565431633348725,0.00306139842554742,0.00267783586564596
" ENSG00000067057.19|PFKP",0.00498816417507986,0.0144195871225641,0.00268515777649531
" ENSG00000108244.17|KRT23",0.171103674565174,0.00816459037992565,0.001951517692793
" ENSG00000140092.16|FBLN5",0.0167951011733604,0.0328063376934793,0.00358924289457652
" ENSG00000148300.12|REXO4",0.0100989703767691,0.0143652241588645,0.00329823926175808
" ENSG00000162302.13|RPS6KA4",0.014276839797812,0.0179049878266978,0.00500945196641944
" ENSG00000273064.1|ENSG00000273064",0.0288671363404216,0.00271261068610727,0.00150134848803551
" ENSG00000152661.9|GJA1",0.0492636544518621,0.0156776770334455,0.00426090664186718
" ENSG00000065268.11|WDR18",0.0197157570605835,0.0104052863133513,0.00548066925827395
" ENSG00000103264.18|FBXO31",0.00365113418974172,0.0014281221078883,0.00230289427048269
" ENSG00000114331.16|ACAP2",0.00794126569085884,0.0882965683831291,0.00270567232894532
" ENSG00000280047.1|ENSG00000280047",0.0113659340137525,0.00359079206926413,0.00187185989629945
" ENSG00000176371.14|ZSCAN2",0.0143469941653573,0.0949098387614702,0.00338304278333879
" ENSG00000156599.11|ZDHHC5",0.0088770439309149,0.0514283682224375,0.0048553344667599
" ENSG00000113368.12|LMNB1",0.0165097311622789,0.00161069175624096,0.00184979426892573
" ENSG00000276952.1|ENSG00000276952",0.0741830957056102,0.00423017877208065,0.00234384235655816
" ENSG00000169508.7|GPR183",0.152390894144068,0.00878690345063327,0.00394450481955066
" ENSG00000154328.16|NEIL2",0.00523706213039854,0.00455903123838575,0.00155842416149088
" ENSG00000279330.1|ENSG00000279330",0.0146809338220508,0.00196551545807566,0.00129012404350171
" ENSG00000149300.10|C11orf52",0.058073193364012,0.0325474701726647,0.00405616286060484
" ENSG00000188290.11|HES4",0.0334008389008501,0.0285133848715718,0.00255708356257695
" ENSG00000081154.12|PCNP",0.00804384050400184,0.0130039693118678,0.0040863951958631
" ENSG00000260877.3|ENSG00000260877",0.16614873165752,0.019396715517379,0.00499955080432635
" ENSG00000138376.11|BARD1",0.0331924240482547,0.054608558637643,0.00356128454492987
" ENSG00000165029.17|ABCA1",0.0184097834472231,0.00836320436659976,0.0042254459741865
" ENSG00000076067.14|RBMS2",0.00755364698112675,0.0036646969914238,0.00470103421011923
" ENSG00000234456.10|MAGI2-AS3",0.0122441405697048,0.0239633923599913,0.00566067311970508
" ENSG00000173163.11|COMMD1",0.00986030150127415,0.00501012356796748,0.00373032131624137
" ENSG00000087842.11|PIR",0.00545402251713023,0.0225173122665698,0.00307442347096612
" ENSG00000140678.17|ITGAX",0.346990700736454,0.0108810751763618,0.004816372510272
" ENSG00000114416.19|FXR1",0.0130902458460511,0.0120585274745765,0.00931375594206263
" ENSG00000131263.13|RLIM",0.0125643538141893,0.0927050180200824,0.00419496406433954
" ENSG00000006625.18|GGCT",0.00671380991414818,0.00115755736117795,0.00257756823498438
" ENSG00000081237.21|PTPRC",0.0624034668271995,0.00256829997249297,0.0020956857818815
" ENSG00000167797.8|CDK2AP2",0.0121086823860083,0.0318514959586046,0.00281445401557345
" ENSG00000169896.18|ITGAM",0.155180333057618,0.0187902080515271,0.00483055597860582
" ENSG00000182809.11|CRIP2",0.00369102925448406,0.00941649179190254,0.00245676596606175
" ENSG00000166068.13|SPRED1",0.020995496185654,0.0187083789891683,0.00543917762190038
" ENSG00000085721.13|RRN3",0.00125953922479012,0.0010037252558637,0.0174396810343991
" ENSG00000075856.12|SART3",0.00677191876830094,0.0135075911733433,0.00235200132697801
" ENSG00000148848.15|ADAM12",0.00950226956927869,0.00415256607242764,0.00311963161007028
" ENSG00000110090.13|CPT1A",0.00525315718260055,0.00494431828273578,0.0016171263388417
" ENSG00000170571.12|EMB",0.0171480712468509,0.0210127964045965,0.00283919590822053
" ENSG00000102683.8|SGCG",0.0144764222996387,0.165876667283216,0.00333603539268323
" ENSG00000247809.11|NR2F2-AS1",0.00952103024781126,0.00583461569607074,0.00215606442865242
" ENSG00000292223.1|ADIPINT",0.0262005357402076,0.142747951406362,0.00397923331241867
" ENSG00000122862.5|SRGN",0.0143103367311811,0.00919485893639982,0.00314262558488776
" ENSG00000100097.12|LGALS1",0.0131702610906039,0.0133957261028784,0.00245714982625855
" ENSG00000156802.13|ATAD2",0.0121021564141491,0.0096481786003696,0.00345354927463548
" ENSG00000245680.11|ZNF585B",0.00464392893739206,0.00673720934362783,0.00129830870586485
" ENSG00000146373.17|RNF217",0.00418331078191921,0.000470722484164292,0.000735875633420924
" ENSG00000173320.12|STOX2",0.0117727834698921,0.00987079563734283,0.00202189134311115
" ENSG00000160439.16|RDH13",0.00373150523857557,0.0474479534384519,0.00161556201763068
" ENSG00000034971.17|MYOC",0.0106145411611586,0.0048541634614863,0.00166393555367101
" ENSG00000058729.11|RIOK2",0.0117045014515368,0.0573955881764321,0.00536898862924351
" ENSG00000178149.17|DALRD3",0.0113328299813931,0.00652908857168433,0.00393021402084237
" ENSG00000258457.5|AJUBA-DT",0.0625639044677474,0.00524014335325466,0.00439049918884149
" ENSG00000245164.10|LINC00861",0.157101539265028,0.0320589438201392,0.00315604471008413
" ENSG00000036257.14|CUL3",0.0113056083412833,0.00710164543898151,0.00573227634044932
" ENSG00000180900.20|SCRIB",0.0145209763996653,0.262065311710152,0.00461450391447338
" ENSG00000068878.15|PSME4",0.00701340707205408,0.00631064107277881,0.00183649023432869
" ENSG00000143801.18|PSEN2",0.00261519538536914,0.00725164783666217,0.000936809268965936
" ENSG00000196954.14|CASP4",0.00665261701324494,0.00712085387795647,0.00372325008313279
" ENSG00000117091.10|CD48",0.186775855884713,0.0153315126422054,0.00640819577358407
" ENSG00000113441.16|LNPEP",0.00688811183532574,0.0119771369937101,0.00220276640534212
" ENSG00000137055.15|PLAA",0.0104653071964514,0.0405863062987618,0.00426852309601011
" ENSG00000112378.12|PERP",0.00626366326834348,0.00861309099040671,0.0020182625390259
" ENSG00000104419.17|NDRG1",0.0134759890792859,0.0815144478937768,0.00510687524048581
" ENSG00000125122.18|FBXL9P",0.0696976627208266,0.136056833322035,0.00455232509063286
" ENSG00000170832.13|USP32",0.0223430255703589,0.0172045686482012,0.00626651847987704
